"","#chrom","start","end","peak_id","score","strand","auc","pvalue","fdr","summit","logfc:avg","logfc:genrich/o3-gams-GFP.pb.bam","logfc:genrich/o3g_m3GFP.pb.bam","logfc:genrich/o3g_m4GFP.pb.bam","tss_id","description","tss_distance","tss_distance_rank"
"479","PbANKA_14_v3",1183160,1183677,"gams_GFP-AP2-O3_1825",1000,"-",2874.762939,11.281267,-1,304,1.2319,2.1661,0.5964,0.0654,"PBANKA_1431050.1","10 kDa chaperonin%2C putative",-435,1
"480","PbANKA_14_v3",1212180,1212834,"gams_GFP-AP2-O3_1826",1000,"-",11431.53125,35.251198,-1,361,2.7177,3.5028,1.9164,2.2093,"PBANKA_1432200.1","male development gene 1",-591,1
"481","PbANKA_14_v3",1214891,1215540,"gams_GFP-AP2-O3_1827",1000,"+",3671.252197,13.037045,-1,294,1.5081,2.2818,0.6582,1.0651,"PBANKA_1432400.1","perforin-like protein 2",-798,1
"482","PbANKA_14_v3",1228946,1229382,"gams_GFP-AP2-O3_1829",1000,"-",2815.348145,16.22263,-1,233,1.4337,2.2506,0.9774,0.4612,"PBANKA_1432700.1","meiotic recombination protein SPO11%2C putative",-437,1
"483","PbANKA_14_v3",1228946,1229382,"gams_GFP-AP2-O3_1829",1000,"+",2815.348145,16.22263,-1,233,1.4337,2.2506,0.9774,0.4612,"PBANKA_1432800.1","multiple RNA-binding domain-containing protein 1%2C putative",-728,2
"484","PbANKA_14_v3",1323549,1324449,"gams_GFP-AP2-O3_1837",1000,"-",6635.032227,23.621153,-1,258,1.9888,2.8541,1.3029,1.1437,"PBANKA_1435200.1","zinc finger protein%2C putative",-328,1
"485","PbANKA_14_v3",1369751,1370343,"gams_GFP-AP2-O3_1839",1000,"+",3799.347168,16.98933,-1,359,1.642,2.671,0.4562,0.6982,"PBANKA_1436300.1","conserved Plasmodium protein%2C unknown function",-388,1
"486","PbANKA_14_v3",1385585,1386314,"gams_GFP-AP2-O3_1841",1000,"+",5642.720215,18.72608,-1,274,1.5998,2.6343,0.5461,0.5101,"PBANKA_1436800.1","protein TSSC1%2C putative",-818,1
"487","PbANKA_14_v3",1406167,1406872,"gams_GFP-AP2-O3_1842",1000,"-",7258.039551,27.843721,-1,231,2.0761,3.3903,0.305,-0.1055,"PBANKA_1437300.1","endoplasmin%2C putative",-721,1
"488","PbANKA_14_v3",1428897,1429479,"gams_GFP-AP2-O3_1847",1000,"-",6144.311035,21.783331,-1,325,2.0449,2.8698,1.4969,1.1679,"PBANKA_1437700.1","conserved Plasmodium protein%2C unknown function",-515,1
"489","PbANKA_14_v3",1428897,1429479,"gams_GFP-AP2-O3_1847",1000,"+",6144.311035,21.783331,-1,325,2.0449,2.8698,1.4969,1.1679,"PBANKA_1437800.1","conserved Plasmodium protein%2C unknown function",-630,2
"490","PbANKA_14_v3",1436757,1437191,"gams_GFP-AP2-O3_1850",1000,"-",1693.941528,9.798198,-1,192,1.2195,2.0005,0.7332,0.4031,"PBANKA_1438000.1","cAMP-dependent protein kinase regulatory subunit%2C putative",-642,1
"491","PbANKA_14_v3",1553278,1553949,"gams_GFP-AP2-O3_1862",1000,"+",5794.024902,18.262369,-1,280,1.5591,2.5838,0.6683,0.3283,"PBANKA_1441100.1","haloacid dehalogenase-like hydrolase%2C putative",-653,1
"492","PbANKA_14_v3",1616876,1617880,"gams_GFP-AP2-O3_1866",1000,"+",4123.370117,16.503994,-1,771,1.6507,2.6553,0.85,0.3977,"PBANKA_1442300.1","conserved Plasmodium protein%2C unknown function",-941,1
"493","PbANKA_14_v3",1638849,1639664,"gams_GFP-AP2-O3_1868",1000,"+",6004.354492,20.719713,-1,555,1.8536,2.9228,0.5799,0.8188,"PBANKA_1443000.1","NIMA related kinase 1%2C putative",-840,1
"494","PbANKA_14_v3",1688947,1689994,"gams_GFP-AP2-O3_1872",1000,"+",8195.605469,20.993254,-1,402,1.7806,2.7796,0.8989,0.6562,"PBANKA_1443900.1","conserved Plasmodium protein%2C unknown function",-548,1
"495","PbANKA_14_v3",1694413,1694951,"gams_GFP-AP2-O3_1874",1000,"+",3183.021484,15.543023,-1,306,1.3914,2.4329,0.5953,-0.0592,"PBANKA_1444100.1","T-complex protein 1 subunit gamma%2C putative",-679,1
"496","PbANKA_14_v3",1709737,1710445,"gams_GFP-AP2-O3_1876",1000,"-",2684.488037,10.607744,-1,223,1.1491,2.0562,0.1339,0.4822,"PBANKA_1444500.1","myosin J%2C putative",-910,1
"497","PbANKA_14_v3",1724746,1726018,"gams_GFP-AP2-O3_1877",1000,"+",6743.380371,13.032531,-1,1086,1.3744,2.0911,0.9123,0.7092,"PBANKA_1444900.1","vacuolar transporter chaperone%2C putative",-631,1
"498","PbANKA_14_v3",1748895,1749410,"gams_GFP-AP2-O3_1880",1000,"+",5631.481934,26.033701,-1,257,1.8133,2.9267,0.3651,0.7239,"PBANKA_1445700.1","conserved Plasmodium protein%2C unknown function",-501,1
"499","PbANKA_14_v3",1807882,1808635,"gams_GFP-AP2-O3_1885",1000,"+",4369.088867,13.941852,-1,242,1.4929,2.3764,0.7874,0.6089,"PBANKA_1447000.1","cytochrome b5%2C putative",-840,1
"500","PbANKA_14_v3",1815110,1815772,"gams_GFP-AP2-O3_1886",1000,"-",5596.030762,21.273581,-1,264,1.6138,2.6301,1.0044,-0.022,"PBANKA_1447200.1","CG2-related protein%2C putative",-316,1
"501","PbANKA_14_v3",1815110,1815772,"gams_GFP-AP2-O3_1886",1000,"+",5596.030762,21.273581,-1,264,1.6138,2.6301,1.0044,-0.022,"PBANKA_1447300.1","conserved Plasmodium protein%2C unknown function",-738,2
"502","PbANKA_14_v3",1909605,1910609,"gams_GFP-AP2-O3_1892",1000,"-",4096.88623,10.490394,-1,278,1.2531,2.0341,0.9689,0.1339,"PBANKA_1449300.1","upregulated in late gametocytes ULG8%2C putative",-287,1
"503","PbANKA_14_v3",1921831,1922442,"gams_GFP-AP2-O3_1893",1000,"-",4993.541504,17.659033,-1,264,1.593,2.7022,0.2769,0.4124,"PBANKA_1449700.1","conserved protein%2C unknown function",-474,1
"504","PbANKA_14_v3",1944061,1944639,"gams_GFP-AP2-O3_1897",1000,"+",2756.940674,9.571698,-1,349,1.137,2.0627,0.5355,-0.0434,"PBANKA_1450300.1","ATP synthase subunit beta%2C mitochondrial",-582,1
"505","PbANKA_14_v3",1976401,1977039,"gams_GFP-AP2-O3_1899",1000,"-",5634.426758,18.595636,-1,316,1.6813,2.7646,0.5648,0.4298,"PBANKA_1451100.1","conserved Plasmodium protein%2C unknown function",-560,1
"506","PbANKA_14_v3",1985712,1986205,"gams_GFP-AP2-O3_1900",1000,"-",3404.330322,15.197311,-1,287,1.5884,2.4326,1.0831,0.589,"PBANKA_1451500.1","conserved Plasmodium protein%2C unknown function",-406,1
"507","PbANKA_14_v3",2045236,2045796,"gams_GFP-AP2-O3_1906",1000,"+",4461.603027,18.427908,-1,254,1.6822,2.7616,0.7584,0.2069,"PBANKA_1453300.1","acyl-CoA synthetase%2C putative",-981,1
"508","PbANKA_14_v3",2073552,2074099,"gams_GFP-AP2-O3_1910",1000,"-",3390.88208,14.567522,-1,290,1.4067,2.4068,0.5051,0.3008,"PBANKA_1453900.1","conserved protein%2C unknown function",-213,1
"509","PbANKA_14_v3",2073552,2074099,"gams_GFP-AP2-O3_1910",1000,"+",3390.88208,14.567522,-1,290,1.4067,2.4068,0.5051,0.3008,"PBANKA_1454000.1","DNA gyrase subunit B%2C putative",-897,2
"510","PbANKA_14_v3",2119843,2120307,"gams_GFP-AP2-O3_1912",1000,"-",2263.997803,11.826694,-1,171,1.3165,2.2661,0.415,0.4094,"PBANKA_1454600.1","conserved Plasmodium protein%2C unknown function",-616,1
"511","PbANKA_14_v3",2184019,2184428,"gams_GFP-AP2-O3_1920",1000,"+",1908.52832,10.562961,-1,237,1.2057,2.0427,0.5317,0.4368,"PBANKA_1457000.1","ubiquitin-conjugating enzyme E2%2C putative",-371,1
"512","PbANKA_14_v3",2232925,2233463,"gams_GFP-AP2-O3_1926",1000,"-",3092.150146,15.155358,-1,319,1.4213,2.545,0.1867,0.0845,"PBANKA_1458200.1","5-formyltetrahydrofolate cyclo-ligase%2C putative",-883,1
"513","PbANKA_14_v3",2232925,2233463,"gams_GFP-AP2-O3_1926",1000,"+",3092.150146,15.155358,-1,319,1.4213,2.545,0.1867,0.0845,"PBANKA_1458300.1","kinesin-13%2C putative",-963,2
"514","PbANKA_14_v3",2233591,2234278,"gams_GFP-AP2-O3_1927",1000,"+",6145.922363,22.676334,-1,362,1.8243,2.8014,0.9258,0.8096,"PBANKA_1458300.1","kinesin-13%2C putative",-254,1
"515","PbANKA_14_v3",2266308,2267074,"gams_GFP-AP2-O3_1930",1000,"+",4827.69043,16.658937,-1,516,1.6283,2.5838,0.8979,0.5014,"PBANKA_1459300.1","actin I",-555,1
"516","PbANKA_14_v3",2275778,2277287,"gams_GFP-AP2-O3_1932",1000,"+",25779.929688,53.29295,-1,1168,3.0005,4.2243,1.4475,1.3726,"PBANKA_1459500.1","myosin A tail domain interacting protein MTIP%2C putative",-471,1
"517","PbANKA_14_v3",2300311,2301587,"gams_GFP-AP2-O3_1935",1000,"+",15069.8125,36.923695,-1,700,2.4487,3.7232,0.6058,0.7217,"PBANKA_1460500.1","serine/threonine protein kinase%2C putative",-962,1
"518","PbANKA_14_v3",2317694,2318923,"gams_GFP-AP2-O3_1936",1000,"+",10810.767578,27.465097,-1,860,2.2031,3.204,1.1893,1.2136,"PBANKA_1461300.1","conserved Plasmodium protein%2C unknown function",-471,1
